/mnt/e/Brightfield_paper/sp_fig1B/10x/A1_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/A2_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/A3_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/A4_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/A5_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/A6_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/B1_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/B2_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/B3_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/B4_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/B5_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/B6_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/C1_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/C2_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/C3_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/C4_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/C5_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/C6_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/D1_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/D2_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/D3_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/D4_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/D5_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/D6_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/E1_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/E2_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/E3_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/E4_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/E5_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/E6_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/F1_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/F2_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/F3_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/F4_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/F5_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/F6_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/G1_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/G2_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/G3_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/G4_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/G5_02_1_Bright Field_1_,/mnt/e/Brightfield_paper/sp_fig1B/10x/G6_02_1_Bright Field_1_
0.0,1.0510794364750666e-5,0.0,3.392205579431965e-5,1.1810357369258979e-6,2.875471084045727e-7,0.0,0.0,0.0,0.00039428170918630307,3.6738851822293942e-6,1.6903613567845043e-22,0.003239418854988055,3.546372241617132e-7,0.0,1.317595470702921e-5,6.034703398034031e-5,1.1836370043026833e-5,2.0812880441802574e-5,0.0,0.00014798619367349696,7.401256023804309e-7,1.0456420315727084e-5,7.028066905162791e-5,1.574017190146622e-5,0.0,0.0,0.0,2.3893671700984634e-6,3.621477137040385e-5,-6.603585189026785e-8,0.0,0.0,1.8391291673267973e-6,0.0,8.723662157674043e-6,0.0,0.0,0.0012564343964543091,0.0,0.0,0.0
0.00296148979819471,0.00024292491577009587,3.397373572966536e-5,0.0005454633925506372,5.672252313418704e-5,0.0007612089992451301,0.0010328574163511572,0.0003332209891697397,0.00040026543433386284,0.0007054735876561779,0.0001642765065705577,0.00012800184045425557,0.004324779240898785,0.0004786404711915556,0.002094288497992917,0.0003680906173194319,0.00016915230698896983,0.00038426201957111465,0.00015885531578639016,0.0013920663723959669,0.00035066307254511854,0.00032904703702060014,0.00024374870769294503,0.0005897362072999919,5.6090923635517245e-5,8.547613292876738e-5,0.0002612597307266532,0.0001537857909957747,0.00010455163704090537,0.0001724213895997003,0.00010731756795893576,9.630315161163585e-5,0.0023455104848784415,6.060628082228952e-5,4.9757434716572274e-5,0.00010837757501746566,4.68208205857085e-5,8.562953538712647e-5,0.0037151195021117595,3.548143913224916e-5,2.185756421133219e-5,3.112243496579932e-5
0.0032818800686585606,0.00043497022095674765,0.00020954002465116097,0.0002207440036853955,0.0001758870321118308,0.0011207772495104712,0.0028400991467940006,0.0003048577023365222,0.000879207123285212,0.0008073912183066225,0.00027450939037768394,0.0007582517857695302,0.004269180342655309,0.0006133981475902535,0.0023482616257958448,0.0005989085605664297,0.0003544570666550083,0.0006221897897246406,0.0003145764317016861,0.005826658930479375,0.00050837614245828,0.0003410093636895956,0.0003261424040889358,0.00021624460864543747,0.00017666223221538848,0.00014326175136570595,0.00036432193684491303,0.00024307238403640879,0.00012664497013177507,0.00022727571592468342,0.0002121406119866747,0.00011944459435283235,0.002479490058125244,0.00011694543238449973,6.475323690756203e-5,0.00012796879862883066,7.439378298623126e-5,0.00010795095134677144,0.0037524413412065075,5.7349346430374136e-5,7.54937029905187e-5,5.0424734122675414e-5
0.0034000139098385763,0.0006778544834584161,0.0003368439513506936,0.0002685582652398406,0.0002539746609752447,0.0013545324955173475,0.002010307806719383,0.0004413188111953286,0.0010149733367848636,0.0009743956105464997,0.00047263742795821225,0.0006658284945088832,0.0044118251054733,0.000711517376266449,0.0026677536156975794,0.0008557659955510862,0.00042418608917782773,0.0008442270267426104,0.0004444385404152824,0.004762719863696631,0.0008302245054041145,0.00042322424637668076,0.00039470775927727007,0.00028372074210423093,0.0002095287998725747,0.00018260120378922446,0.0004226821875973651,0.00033824446083982796,0.00020262454572632507,0.00024805634439062775,0.00024800534466459155,0.00015506646968643372,0.002572442665478147,0.0001555005622478033,0.00013736333718500146,0.00017096606568370773,0.00011459343708093741,0.0001286230889225829,0.003833354463300104,9.020344011869076e-5,9.122711293839803e-5,9.088169856741237e-5
0.0036191401902853112,0.0007145384929938392,0.0005495782932417713,0.00041790853743927574,0.000482785747483619,0.0014355341708229379,0.0025601991254604623,0.0005381962147093119,0.001347531158148406,0.0011388622495606307,0.0006606740511871746,0.0009611679721123679,0.0047520860525057,0.000834634540268711,0.002820565445677654,0.0009592771911524984,0.0005255232690024649,0.0009300930954437096,0.000541832861284553,0.0019698744937257724,0.0010335921105336906,0.00045630286403295186,0.0004192838148598021,0.00029990480033085197,0.0002678401706105043,0.00029602649707404335,0.0004252400361797851,0.00034726095941430826,0.00037208826557011995,0.00025861111537266927,0.0002814274572656433,0.0002253189189611935,0.002607250411905202,0.00021527028916749249,0.0002039748154075585,0.0002123508117351607,0.00015182468131718152,0.00017783647957891514,0.0037724913638874703,0.0001082039597571915,0.00014160401724165692,0.0001373871130425148
0.00371499229284221,0.0008230637289035468,0.0005448732671963166,0.00045603961664798413,0.0005400067280640792,0.001622076795473795,0.001386112188713967,0.000619225091565008,0.0013032561342705966,0.0012164053643245148,0.0007342043927554944,0.0008230476851401234,0.0048684752362377305,0.0007976978248165912,0.0028501306411259216,0.0010708029652008273,0.0006947788778147555,0.0010655029923891102,0.000715494051287027,0.0015140836889128112,0.00115243476380686,0.000493644016486539,0.0004941073532647469,0.00035603389601088177,0.00027383386787943495,0.0002205487925992768,0.0004380658738957028,0.00037344000098758187,0.0004157295126812554,0.0002941478466232982,0.0002746481551254264,0.00021818463268303661,0.002747494428822371,0.00024330896183893738,0.000200438886141144,0.0002237943858859809,0.00014891139179606526,0.00020810242483318704,0.0039038028701888793,0.00010368491616378753,0.0001279120768186139,0.00014049220933214058
0.0037926616043830906,0.0007762088389237452,0.000743368730298965,0.0006139188654237815,0.0005152158623376161,0.0016144406379202658,0.0012673705187555145,0.000676550554570415,0.0012840447145478417,0.0011879314116783357,0.0008080837166917113,0.0010552549111190583,0.004972269191589106,0.0008550603305288359,0.002843249773859203,0.0012733639907698943,0.0007260175047133346,0.0011066304517435381,0.0006971292752333561,0.0015337728655021754,0.0012099845839798318,0.0005082365030190559,0.0006283573239646889,0.0003775595405564235,0.0003080804184851624,0.00017912267678113334,0.00041009699519699164,0.0004249041545783227,0.0005247820078845629,0.0003317717966590467,0.0003196990786166401,0.0004186503923178209,0.002838118889437489,0.0002719778377327351,0.0002430549317590712,0.00030100338310466013,0.00017328487934960035,0.00022992308319898778,0.003884093705039172,0.00011367228397277314,0.0001355943741231151,0.00012316485542122072
0.0038244183794391585,0.0009162559929105749,0.0007790784891328738,0.0008118759191341378,0.0007030388638067903,0.0018377666557732116,0.0014877379880895308,0.000763130472472093,0.0014398997605103135,0.0014960252493435317,0.0008798156881415047,0.0012193893474859835,0.005036570042048676,0.0010088341753569795,0.002759082188061227,0.001411957871013269,0.0008473033156609069,0.0013439131528261222,0.0008296693614730509,0.0017278399712208107,0.00136714262251485,0.0006068145832597483,0.0006492404447441427,0.00045997191095430016,0.0004118133346823219,0.00022812349370166505,0.0005179705228213478,0.0005057198261219291,0.0004297890974305694,0.00041381291014838315,0.0003646345169907572,0.00021314102064991106,0.0027693706005782097,0.0003282140757205131,0.00027139204959083504,0.0003992038406683707,0.00022575986504144626,0.0002388236845333574,0.00407711298803688,0.0001077341159468175,0.00013521928515949333,0.00017896190329018885
0.0038863927781670905,0.0009144679479218458,0.0008104525717449794,0.0008822301231366177,0.0008602678530282393,0.0018372754657425385,0.0015675023648243432,0.0007105685803851856,0.001314687304700823,0.001430822740603897,0.0010791360394609157,0.0014348032343269007,0.005405584805823703,0.0010026827001224433,0.0028510086175995994,0.0017110425260200158,0.0010512246407631937,0.001672845800015656,0.0010324669463881659,0.0018279977320894243,0.0013338707292979062,0.0007441031744793529,0.0008646290400551063,0.0005195542205330018,0.0004890782952142354,0.00024655059840113615,0.0005745374693255678,0.0006835392248383209,0.0005114033077030276,0.0004868343607317756,0.00037415201720544496,0.00023980577871207773,0.0029310957400068786,0.00039764510533371654,0.00032839766093930764,0.0007375830988926958,0.0002604063392363569,0.0002456475325473595,0.003937124156315265,0.00012454625853144388,0.00016145366584291036,0.0001832823449121562
0.004073428736968959,0.0009682265605499306,0.0009089530119432112,0.0011038315522402923,0.0011927814438588648,0.0022217990726065544,0.0017153133663862093,0.0007335646319486762,0.001343108036947194,0.0013815425184015389,0.0011926908919388094,0.0020150683224063426,0.0054483117127656884,0.001364438708871987,0.0027968307040918726,0.0020176746512170305,0.0016308795241963873,0.0018932112710613193,0.0011160872930290066,0.001970394355364238,0.0013754510617460724,0.0010372071567834448,0.0011219868053724618,0.0006510281095819111,0.0005829720595486851,0.0004895266514164545,0.0005548027001375631,0.0008129819930880135,0.0005823359115704574,0.0007006139607682917,0.00040523118027946316,0.0002650151508265412,0.0029673699564061544,0.00049871357994495,0.0004115214888171235,0.0008334393518827803,0.0002937662915232917,0.0002432548076581546,0.004138651896411959,0.00013880194230770788,0.00017175256105815618,0.00021052579436009632
