/mnt/e/Brightfield_paper/Pflu_wspF/4x/A1_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/4x/A2_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/4x/A3_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/4x/A4_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/4x/A5_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/4x/A6_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/4x/A7_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/4x/A8_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/4x/F5_03_1_Bright Field_1_001
0.011861391576951636,0.019559195123940745,0.02638410399747653,0.015962184291870324,0.014692466842865614,0.014686025268718742,0.011922768331139338,0.014348991973421129,0.017446714660432523
