/mnt/e/Brightfield_paper/Nikon/0025ara_001,/mnt/e/Brightfield_paper/Nikon/0025ara_002,/mnt/e/Brightfield_paper/Nikon/0025ara_003,/mnt/e/Brightfield_paper/Nikon/0035ara_001,/mnt/e/Brightfield_paper/Nikon/0035ara_002,/mnt/e/Brightfield_paper/Nikon/0035ara_003,/mnt/e/Brightfield_paper/Nikon/005ara_001,/mnt/e/Brightfield_paper/Nikon/005ara_002,/mnt/e/Brightfield_paper/Nikon/005ara_003,/mnt/e/Brightfield_paper/Nikon/01ara_001,/mnt/e/Brightfield_paper/Nikon/01ara_002,/mnt/e/Brightfield_paper/Nikon/01ara_003,/mnt/e/Brightfield_paper/Nikon/0ara_001,/mnt/e/Brightfield_paper/Nikon/0ara_002,/mnt/e/Brightfield_paper/Nikon/0ara_003,/mnt/e/Brightfield_paper/Nikon/Imax,/mnt/e/Brightfield_paper/Nikon/Imin,/mnt/e/Brightfield_paper/Nikon/vpsL_001,/mnt/e/Brightfield_paper/Nikon/vpsL_002,/mnt/e/Brightfield_paper/Nikon/vpsL_003
0.026593229977322608,0.026586902372457644,0.02649550299781822,0.07232185280139447,0.04950115875325878,0.05860621111293085,0.09335620974133008,0.08214986277113212,0.07494941268629418,0.10378181249825502,0.1093561024890164,0.11076347294198285,0.010138008282694955,0.00708489455473682,0.006709166927819865,-4.068550883556902e-19,NaN,0.0005987371251308105,0.000789171358405838,0.0029663467776117614
