/mnt/e/Brightfield_paper/Pflu_wspF/10x/A1_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/10x/A2_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/10x/A3_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/10x/A4_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/10x/A5_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/10x/A6_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/10x/A7_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/10x/A8_-1_1_Bright Field_1_001,/mnt/e/Brightfield_paper/Pflu_wspF/10x/F5_02_1_Bright Field_1_001
0.0046587968303885615,0.0067494467795343556,0.005713433026858171,0.0050286696830640675,0.011787695037119472,0.0034863602553908742,0.005239827237496959,0.006140471373402361,0.015321947014559996
