/mnt/e/Brightfield_paper/EVOS/0025ara_0001_Trans,/mnt/e/Brightfield_paper/EVOS/0025ara_0002_Trans,/mnt/e/Brightfield_paper/EVOS/0025ara_0003_Trans,/mnt/e/Brightfield_paper/EVOS/0035ara_0001_Trans,/mnt/e/Brightfield_paper/EVOS/0035ara_0002_Trans,/mnt/e/Brightfield_paper/EVOS/0035ara_0003_Trans,/mnt/e/Brightfield_paper/EVOS/005ara_0001_Trans,/mnt/e/Brightfield_paper/EVOS/005ara_0002_Trans,/mnt/e/Brightfield_paper/EVOS/005ara_0003_Trans,/mnt/e/Brightfield_paper/EVOS/01ara_0001_Trans,/mnt/e/Brightfield_paper/EVOS/01ara_0002_Trans,/mnt/e/Brightfield_paper/EVOS/01ara_0003_Trans,/mnt/e/Brightfield_paper/EVOS/0ara_0001_Trans,/mnt/e/Brightfield_paper/EVOS/0ara_0002_Trans,/mnt/e/Brightfield_paper/EVOS/0ara_0003_Trans,/mnt/e/Brightfield_paper/EVOS/Imax_0000_Trans,/mnt/e/Brightfield_paper/EVOS/Imin_0000_Trans,/mnt/e/Brightfield_paper/EVOS/vpsL_0001_Trans,/mnt/e/Brightfield_paper/EVOS/vpsL_0002_Trans,/mnt/e/Brightfield_paper/EVOS/vpsL_0003_Trans
0.040620501491384665,0.03988227300560254,0.03686664049639413,0.08140976831646658,0.07680560788372759,0.07546845879460307,0.1274988901007911,0.11045179030862565,0.12506178764809306,0.17899397478482607,0.15977818278745795,0.15574768065668346,0.009441202880031103,0.0076117143654007196,0.007533643908549455,-2.023239589472239e-21,NaN,0.0002105133666484941,0.00019351078613283335,0.00017408066175524556
